CustomerID,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
C02415,72,DSL,Month-to-Month,,1423.52,Electronic Check,No
C02416,59,No Internet,Two Year ,42.76,2614.41,Credit Card,No
C02417,28,Fiber Optic,Two Year,44.78,1384.37,Electronic Check,Yes
C02418,27,Fiber Optic, one year,140.0,3737.94,Bank Transfer,No
C02419,17,Fiber Optic,One Year,60.13,1082.29,Bank Transfer,No
C02420,58,Fiber Optic,Month-to-Month,36.45,2042.25,Bank Transfer,No
C02421,18,DSL,Month-to-Month,72.84,$1123.2,Credit Card,No
C02422,44,DSL,One Year,60.03,2609.62,Credit Card,No
C02423,46,Fiber Optic,MONTHLY,124.11,5784.31,Electronic Check,No
C02424,32,DSL,One Year,87.26,2955.54,Credit Card,No
C02425,4,Fiber Optic,Month-to-Month,34.38,136.9,Credit Card,Yes
C02426,61,DSL,One Year,19.51,1161.77,Credit Card,No
C02427,53,Fiber Optic,MONTHLY,54.14,2799.78,Mailed Check,No
C02428,66,DSL,Month-to-Month,85.8,5905.84,Mailed Check,No
C02429,46,fiber optic,Month-to-Month,76.7,3699.5,Electronic Check,No
C02430,40,DSL,Two Year,59.79,2184.47,Credit Card,No
C02431,35,Fiber optic,Month-to-Month,107.65,4070.02,Credit Card,No
C02432,44,No Internet,Month-to-Month,89.49,3576.99,Mailed Check,No
C02433,45,No Internet,One Year,62.76,2776.56,Electronic Check,Yes
C02434,19,Fiber Optic,Two Year,15.0,319.77,Electronic Check,No
C02435,51,Fiber optic,Month-to-Month,53.05,2891.3,Electronic Check,No
C02436,64,No Internet,Month-to-Month,57.5,3822.49,Bank Transfer,No
C02437,67,Fiber Optic,One Year,53.47,3380.4,Electronic Check,No
C02438,51,DSL,One Year,136.21,6062.78,Credit Card,No
C02439,15,DSL,One Year,55.69,762.44,Credit Card,No
C02440,47,Fiber Optic,MONTHLY,43.67,2332.52,Credit Card,No
C02441,22, Dsl,Month-to-Month,83.93,1894.67,Bank Transfer,Yes
C02442,1,DSL ,Two Year,52.97,57.44,,No
C02443,69,No Internet,Month-to-Month,83.16,4940.64,Electronic Check,No
C02444,21,DSL,Month-to-Month,46.65,835.64,Credit Card,No
C02445,62,No Internet,Month-to-Month,98.39,5814.74,Credit Card,No
C02446,27,DSL,One Year,76.23,2227.29,Mailed Check,No
C02447,22, Dsl,One Year,73.74,1801.78,Credit Card,No
C02448,1,No Internet,Month-to-Month,53.08,53.86,Mailed Check,No
C02449,33,DSL, two year, 92.39 ,2925.51,Electronic Check,Yes
C02450,10,NO INTERNET,One Year,40.19,343.85,Electronic Check,No
C02451,24,DSL,One Year,70.88,1890.15,Electronic Check,No
C02452,52,Fiber Optic,Month-to-Month,60.91,3219.84,Credit Card,Yes
C02453,62,No Internet,Month-to-Month,86.03,5069.08,Electronic Check,No
C02454,61,DSL,Month-to-Month,84.2,5362.52,Electronic Check,No
C02455,38,No Internet,Month-to-Month,46.35,1822.97,Mailed Check,No
C02456,18,Fiber Optic,Month-to-Month,74.61,1179.07,,No
C02457,1,DSL,One Year,43.79,48.7,Bank Transfer,No
C02458,42,Fiber Optic,2 Year,69.82,2756.95,Mailed Check,No
C02459,30,Fiber Optic,Two Year,83.12,2627.12,Bank Transfer,Yes
C02460,64,Fiber Optic,Month-to-Month,71.89,4943.15,Mailed Check,No
C02461,58,Fiber Optic, Month-to-Month ,42.45,2510.79,Mailed Check,No
C02462,39,DSL,One Year,101.92,3842.48,Electronic Check,No
C02463,63,DSL,One Year,53.98,3336.75,,No
C02464,10,No Internet,Two Year,101.5,907.88,Electronic Check,No
C02465,12,Fiber Optic,Month-to-Month,84.17,869.23,Credit Card,Yes
C02466,62,DSL,Month-to-Month,46.44,3064.13,Electronic Check,Yes
C02467,23,Fiber Optic,Two Year,46.99,1103.31,Mailed Check,Yes
C02468,49,Fiber Optic,Month-to-Month,47.48,2413.01,Credit Card,Yes
C02469,12,DSL,Month-to-Month,93.02,1153.21,Bank Transfer,No
C02470,29,DSL,Two Year,28.23,833.26,Electronic Check,No
C02471,53,Fiber Optic,Month-to-Month,46.02,2353.6,Credit Card,No
C02472,36,Fiber Optic,Month-to-Month,39.02,1481.78,Electronic Check,Yes
C02473,24,Fiber Optic,Two Year,88.38,2111.7,Electronic Check,Yes
C02474,34,DSL,Two Year,79.24,2453.06,Electronic Check,No
C02475,45,DSL,One Year,25.55,1140.07,Electronic Check,No
C02476,54,DSL,One Year,73.28,4262.45,Electronic Check,No
C02477,16,Fiber Optic,Month-to-Month,61.63,943.86,Bank Transfer,No
C02478,62,Fiber Optic,Month-to-Month,76.27,4075.4,Credit Card,Yes
C02479,13,DSL,Month-to-Month,118.21,1664.35,Credit Card,No
C02480,14,fiber optic,Month-to-Month,73.08,1042.11,Credit Card,No
C02481,3,Fiber Optic,Month-to-Month,21.81,64.39,Bank Transfer,No
C02482,2,Fiber Optic,Month-to-Month,18.02,37.83,Credit Card,Yes
C02483,44,Fiber Optic,One Year,60.5,3039.6,Mailed Check,No
C02484,19,FIBER,2 Year,79.54,1735.98,Credit Card,No
C02485,9,DSL,Month-to-Month,97.41,$893.52,Electronic Check,No
C02486,24,DSL,Month-to-Month,70.07,1539.38,Mailed Check,No
C02487,3,Fiber Optic,Month-to-Month,43.87,121.85,,Yes
C02488,3,DSL, Month-to-Month ,107.72,329.57,Bank Transfer,Yes
C02489,8,Fiber Optic,Month-to-Month,89.25,694.83,Electronic Check,No
C02490,56,Fiber Optic,Month-to-Month,83.43,4206.32,Credit Card,Yes
C02491,47,Fiber Optic,Two Year,87.12,3889.5,Electronic Check,No
C02492,28,Fiber Optic,One Year,15.0,369.71,Mailed Check,Yes
C02493,57,DSL,Month-to-Month,79.64,4606.75,Credit Card,No
C02494,34,No Internet,Month-to-Month,102.2,3624.96,Mailed Check,Yes
C02495,13,DSL,One Year,71.42,972.49,Electronic Check,No
C02496,33,No Internet,One Year,15.38,557.46,Credit Card,No
C02497,45,No Internet,Two Year,15.0,604.38,Credit Card,No
C02498,11,Fiber Optic,Two Year,58.17,546.47,Electronic Check,No
C02499,63,DSL,Month-to-Month,44.72,3212.17,Credit Card,No
C02500,47,DSL,Month-to-Month,100.41,5353.7,Electronic Check,Yes
C02501,65,DSL,Month-to-Month,75.87,4476.93,Credit Card,No
C02502,6,Fiber Optic,One Year,91.32,510.06,,No
C02503,20,No Internet,Two Year,36.3,799.61,Bank Transfer,No
C02504,67,Fiber Optic,Two Year,47.99,3345.92,Electronic Check,No
C02505,59,Fiber Optic,Month-to-Month,43.57,2796.35,Credit Card,No
C02506,27,No Internet,One Year,80.63,2367.57,Credit Card,No
C02507,60,Fiber Optic,Month-to-Month,78.98,5070.65,Electronic Check,No
C02508,35,Fiber Optic,Two Year,66.04,2104.29,Credit Card,No
C02509,28,FIBER,Month-to-Month,79.72,2276.49,Electronic Check,Yes
C02510,21,Fiber Optic,2 Year,97.61,2043.96,Bank Transfer,No
C02511,21,DSL,Month-to-Month,100.91,2377.29,Electronic Check,No
C02512,39,DSL,One Year, 65.7 ,2481.78,Mailed Check,No
C02513,30,,Month-to-Month,45.11,1370.86,Electronic Check,No
C02514,6,No Internet,Month-to-Month,115.05,765.41,Credit Card,Yes
C02515,66,fiber optic, two year,83.63,6295.72,Bank Transfer,Yes
C02516,67,DSL,One Year,65.16,4873.44,Electronic Check,No
C02517,53,DSL,month-to-month,86.34,4065.17,Electronic Check,Yes
C02518,27,DSL,One Year, 95.31 ,2284.89,Bank Transfer,No
C02519,72,Fiber Optic,Month-to-Month,89.59,7270.67,Mailed Check,No
C02520,69,DSL,Month-to-Month,74.65,4641.47,Mailed Check,No
C02521,3,Fiber Optic,Month-to-Month,77.29,241.29,Credit Card,No
C02522,44,No Internet,Two Year,42.25,1581.57,Bank Transfer,No
C02523,29,No Internet,Month-to-Month,62.44,1661.37,Electronic Check,Yes
C02524,20,DSL,Month-to-Month,76.86,1516.07,Electronic Check,No
C02525,52,dsl,Month-to-Month,77.74,3928.73,Credit Card,No
C02526,47,Fiber Optic,One Year,44.11,1865.11,Credit Card,No
C02527,7,DSL,Month-to-Month,83.63,618.93,Mailed Check,No
C02528,13,DSL,Month-to-Month,69.23,$887.66,Mailed Check,No
C02529,71,Fiber Optic,1 Year,109.52,8085.43,Credit Card,No
C02530,34,DSL,Month-to-Month,109.1,3503.11,Bank Transfer,Yes
C02531,1,Fiber Optic,Month-to-Month,80.21,79.15,Credit Card,Yes
C02532,68,No Internet,One Year,102.33,7060.5,Credit Card,Yes
C02533,59,Fiber Optic,Month-to-Month,,3055.45,Credit Card,Yes
C02534,47,DSL,Month-to-Month,35.99,$1678.05,Mailed Check,No
C02535,5,DSL,One Year,64.43,281.52,Mailed Check,No
C02536,21,DSL,One Year,110.36,2427.29,Electronic Check,No
C02537,13,DSL,One Year,71.93,907.09,Electronic Check,No
C02538,11,No internet,Month-to-Month,29.23,327.38,Electronic Check,Yes
C02539,65,Fiber Optic,Month-to-Month,56.29,3156.89,Credit Card,No
C02540,25,Fiber Optic,One Year,113.6,$2517.6,Credit Card,Yes
C02541,29,Fiber Optic,Month-to-Month,112.85,3540.53,Mailed Check,Yes
C02542,14,Fiber Optic,Month-to-Month,63.31,884.0,Credit Card,No
C02543,9,DSL,1 Year,52.31,,Mailed Check,No
C02544,58,Fiber Optic,Month-to-Month,108.02,$6081.56,Electronic Check,No
C02545,24,DSL,Month-to-Month,77.93,1978.07,Electronic Check,Yes
C02546,48,DSL,Month-to-Month,92.59,3925.85,Electronic Check,No
C02547,11,DSL,Month-to-Month,70.85,757.8,Bank Transfer,Yes
C02548,26,DSL,Month-to-Month,121.44,3629.83,Credit Card,No
C02549,41,No Internet,1 Year,68.4,2437.71,Credit Card,No
C02550,72, Dsl,Two Year,72.5,5451.92,Credit Card,No
C02551,33,Fiber Optic,One Year,95.36,3601.31,Mailed Check,No
C02552,1,DSL,One Year,56.17,63.15,Bank Transfer,No
C02553,62,No Internet,One Year,52.32,$3248.77,Electronic Check,No
C02554,49,DSL,Two Year,101.15,5505.23,Electronic Check,No
C02555,51,DSL,Month-to-Month,89.33,4198.07,Electronic Check,No
C02556,2,Fiber Optic,Month-to-Month,106.13,194.9,Electronic Check,Yes
C02557,53,DSL,One Year,90.29,4245.19,Electronic Check,No
C02558,69,DSL,Two Year,88.22,5777.16,Electronic Check,No
C02559,10,DSL,Month-to-Month,89.73,774.24,Mailed Check,No
C02560,17,Fiber Optic,Month-to-Month,58.54,1059.83,Credit Card,No
C02561,19,No Internet,Month-to-Month,66.46,1446.43,Electronic Check,No
C02562,6,DSL,Two Year,40.77,274.68,Mailed Check,Yes
C02563,58,DSL,Two Year,75.44,4562.58,Electronic Check,No
C02564,56,FIBER,Month-to-Month,100.3,6376.45,Credit Card,No
C02565,24,DSL,Two Year,105.63,2799.2,Electronic Check,No
C02566,10,Fiber Optic,Two Year,76.89,708.32,Mailed Check,Yes
C02567,15,Fiber Optic,Two Year,93.0,1595.51,Bank Transfer,No
C02568,63,No Internet,Month-to-Month,56.87,3692.91,Credit Card,No
C02569,38,Fiber Optic,Two Year,87.24,3527.89,Credit Card,Yes
C02570,54,fiber optic,Month-to-Month,73.47,$4429.86,Mailed Check,Yes
C02571,0,DSL,Month-to-Month, 53.02 ,51.83,Bank Transfer,No
C02572,42,DSL,Month-to-Month,120.32,5500.68,Bank Transfer,Yes
C02573,9, Fiber Optic ,Month-to-Month,89.08,770.3,Electronic Check,Yes
C02574,10,DSL,Month-to-Month,105.51,1072.99,Electronic Check,No
C02575,7,DSL,Month-to-Month,54.41,406.17,Credit Card,Yes
C02576,26,DSL,Month-to-Month,77.18,$2099.47,Bank Transfer,No
C02577,18,DSL,Month-to-Month,72.93,1126.75,Bank Transfer,No
C02578,31,Fiber Optic, two year,67.57,1991.71,Electronic Check,No
C02579,51,Fiber Optic,One Year,,4836.89,Electronic Check,Yes
C02580,25,Fiber Optic,Month-to-Month,72.27,1687.72,Mailed Check,No
C02581,18,Fiber Optic,One Year,57.93,898.86,Electronic Check,No
C02582,68,No Internet,Two Year,117.65,8581.76,Bank Transfer,No
C02583,66,DSL,Month-to-Month,40.93,2511.04,Electronic Check,No
C02584,39,fiber optic,One Year,27.5,972.95,Mailed Check,Yes
C02585,66,No Internet,Month-to-Month,109.64,6902.47,Credit Card,No
C02586,52,No Internet,One Year,57.0,2768.09,Electronic Check,No
C02587,22,DSL,Two Year,49.95,1013.74,Credit Card,No
C02588,2,DSL,Month-to-Month,128.89,229.67,Bank Transfer,No
C02589,71,DSL ,Month-to-Month,59.35,4706.27,Electronic Check,No
C02590,9,DSL,Month-to-Month,86.65,727.11,Bank Transfer,Yes
C02591,20,Fiber Optic,Month-to-Month,50.34,882.61,Credit Card,No
C02592,24,DSL,Two Year,22.3,504.34,Mailed Check,No
C02593,64,Fiber Optic,Month-to-Month,84.26,4827.45,Bank Transfer,No
C02594,69,DSL,One year ,45.41,3582.37,Credit Card,Yes
C02595,6,DSL,Two Year,52.92,301.85,Bank Transfer,Yes
C02596,49,No Internet,Month-to-Month,29.51,1346.45,Mailed Check,No
C02597,36,DSL,Month-to-Month,65.23,2643.81,Mailed Check,Yes
C02598,37,DSL,Month-to-Month,71.25,2585.63,Mailed Check,No
C02599,56,Fiber Optic,Month-to-Month,62.06,3395.04,Electronic Check,Yes
C02600,21,Fiber Optic,Month-to-Month,76.94,1579.45,Mailed Check,No
C02601,7,DSL,Two Year,85.07,$626.5,Credit Card,Yes
C02602,39,DSL,Month-to-Month,115.25,4686.63,Bank Transfer,No
C02603,27,DSL,Two Year,49.07,1275.73,Electronic Check,No
C02604,13,No Internet,Two Year,65.29,749.02,Bank Transfer,No
C02605,48,DSL,Month-to-Month,100.06,4183.02,Credit Card,Yes
C02606,63,Fiber Optic,Month-to-Month,92.79,5424.06,Credit Card,Yes
C02607,22,Fiber Optic,One Year,44.31,936.83,Bank Transfer,No
C02608,69,Fiber Optic,Month-to-Month,27.58,$2147.49,Electronic Check,No
C02609,66,Fiber Optic,Two Year,82.99,6221.87,Mailed Check,Yes
C02610,64,No Internet,Month-to-Month,64.57,3764.72,Mailed Check,No
C02611,16,DSL,Two Year,56.62,836.21,Electronic Check,Yes
C02612,50,NO INTERNET,Month-to-Month,52.94,2508.96,Mailed Check,No
C02613,45,DSL,Month-to-Month,50.68,2523.18,Credit Card,Yes
C02614,37,Fiber Optic,Month-to-Month,,4039.04,Mailed Check,No
C02615,62,Fiber Optic,Month-to-Month,42.61,2713.15,Bank Transfer,No
C02616,33,Fiber Optic,Two Year,79.71,,Mailed Check,No
C02617,69,Fiber Optic,Month-to-Month,59.68,3724.08,Credit Card,No
C02618,10,DSL,Month-to-Month,82.71,838.02,Mailed Check,Yes
C02619,55,DSL,Two Year,26.29,1489.31,Electronic Check,No
C02620,18,DSL,Month-to-Month,41.71,830.58,Electronic Check,No
C02621,66,Fiber Optic,Month-to-Month,94.1,5741.57,Bank Transfer,Yes
C02622,48,DSL,One Year,64.41,3145.85,Electronic Check,No
C02623,50,DSL ,Month-to-Month,48.35,2164.96,Mailed Check,No
C02624,12,Fiber Optic,Month-to-Month,,811.92,Electronic Check,No
C02625,66,Fiber Optic,Month-to-Month,85.69,5569.69,Credit Card,No
C02626,48,DSL,Two Year,78.96,4086.7,,No
C02627,8,DSL,MONTHLY,59.37,519.46,Bank Transfer,Yes
C02628,58,Fiber Optic,Month-to-Month,84.98,4516.96,Mailed Check,Yes
C02629,41,DSL,Two Year,47.02,$1902.87,Credit Card,No
C02630,11,Fiber Optic,Month-to-Month,86.95,917.65,Mailed Check,Yes
C02631,22,DSL,MONTHLY,91.97,2240.44,Bank Transfer,No
C02632,35,Fiber Optic,Month-to-Month,28.7,1069.11,Electronic Check,No
C02633,35,DSL,One Year,100.94,3677.57,Electronic Check,No
C02634,71,fiber optic,One year , 81.21 ,6506.9,Bank Transfer,No
C02635,50,DSL,One Year,61.77,3032.74,Mailed Check,No
C02636,63,DSL,Month-to-Month,75.11,4566.93,Electronic Check,No
C02637,55,DSL,Month-to-Month,67.26,3876.02,Mailed Check,No
C02638,30, Dsl,1 Year,103.8,3177.36,Electronic Check,No
C02639,70,No internet,Month-to-Month,,4721.13,Credit Card,No
C02640,6,DSL, Month-to-Month ,69.79,372.17,Mailed Check,No
C02641,57,Fiber Optic,One Year,94.34,,,Yes
C02642,46,DSL,Month-to-Month,32.2,1538.83,Electronic Check,No
C02643,50, Dsl,One Year,29.0,1546.69,Electronic Check,No
C02644,14,Fiber Optic,Month-to-Month,73.98,1154.28,Credit Card,Yes
C02645,35, Fiber Optic ,Month-to-Month,52.62,1905.7,Electronic Check,No
C02646,67,DSL,month-to-month,72.88,4662.05,Electronic Check,No
C02647,12,Fiber Optic,Month-to-Month,82.7,1023.38,Bank Transfer,Yes
C02648,62,Fiber Optic,Month-to-Month, 79.39 ,4292.5,Electronic Check,Yes
C02649,55,DSL,Month-to-Month,78.74,3928.56,,No
C02650,0,DSL,Month-to-Month,81.67,81.87,Bank Transfer,No
C02651,21,DSL,2 Year,57.91,1135.25,Electronic Check,No
C02652,0,Fiber Optic, two year,45.53,45.36,Bank Transfer,Yes
C02653,33,DSL,One Year,45.83,1556.61,Credit Card,No
C02654,5,No Internet, two year, 29.74 ,136.37,Electronic Check,Yes
C02655,21,DSL,One Year,80.84,1769.55,Electronic Check,No
C02656,44,DSL,Month-to-Month,63.25,2602.07,Bank Transfer,Yes
C02657,8,DSL,Month-to-Month,70.38,643.44,Credit Card,Yes
C02658,53, Fiber Optic ,Two Year,66.64,3963.61,Credit Card,No
C02659,0,DSL ,Two Year, 68.55 ,60.11,Credit Card,No
C02660,28,DSL,Month-to-Month,59.26,1508.97,Electronic Check,Yes
C02661,62,Fiber Optic, one year,74.28,4800.54,Credit Card,No
C02662,8,DSL,Month-to-Month,70.36,539.65,Credit Card,No
C02663,5,Fiber Optic,Two Year,36.53,183.93,Mailed Check,No
C02664,39,DSL,One Year,110.16,4414.02,Bank Transfer,Yes
C02665,61,Fiber Optic,Two Year,113.21,6363.46,Electronic Check,No
C02666,14,DSL,Month-to-Month,67.28,913.51,Electronic Check,No
C02667,12,DSL ,Month-to-Month,49.48,535.77,Mailed Check,No
C02668,39,DSL,One year ,79.24,3448.92,Credit Card,No
C02669,30,DSL, Month-to-Month ,40.52,1388.24,Electronic Check,No
C02670,69,Fiber Optic,Month-to-Month,77.4,5742.73,Electronic Check,No
C02671,58,Fiber Optic,Month-to-Month,76.1,4227.48,,Yes
C02672,33,Fiber Optic,Month-to-Month,60.53,1834.33,Electronic Check,Yes
C02673,29,DSL,Month-to-Month,66.87,2195.65,Mailed Check,No
C02674,44,No Internet,Month-to-Month,80.32,3622.5,Bank Transfer,No
C02675,48,Fiber Optic,Month-to-Month,71.47,3589.95,Electronic Check,No
C02676,62,DSL,Month-to-Month,47.2,2568.66,Bank Transfer,No
C02677,58,Fiber Optic,Month-to-Month,15.0,890.26,Credit Card,No
C02678,5,Fiber Optic,Month-to-Month,,290.92,Electronic Check,Yes
C02679,58,Fiber Optic, Month-to-Month ,71.2,4094.77,Electronic Check,Yes
C02680,9,Fiber Optic,One Year,51.32,426.5,,No
C02681,65,Fiber Optic,Month-to-Month,136.11,8258.95,Mailed Check,Yes
C02682,38,No Internet,2 Year,91.68,3387.17,Electronic Check,No
C02683,32,Fiber Optic,Month-to-Month,132.59,3913.8,Electronic Check,Yes
C02684,53,DSL,One Year,68.78,3179.61,Electronic Check,No
C02685,71,Fiber Optic,Month-to-Month,93.91,6140.62,Mailed Check,Yes
C02686,44,Fiber Optic,Month-to-Month,82.87,3363.17,Mailed Check,Yes
C02687,33,DSL, Month-to-Month ,97.9,2830.18,Mailed Check,No
C02688,30,DSL,Month-to-Month,45.96,1481.97,Electronic Check,No
C02689,-5,,One Year,65.6,3872.17,Credit Card,No
C02690,4,No Internet,Month-to-Month,95.8,393.57,Credit Card,No
C02691,47,Fiber Optic,Two Year,69.3,3344.18,Electronic Check,No
C02692,66,Fiber Optic,MONTHLY,79.33,5320.45,Electronic Check,No
C02693,57,DSL,Month-to-Month,108.1,6736.31,Electronic Check,No
C02694,20,Fiber Optic,Two Year,74.05,1337.06,Electronic Check,No
C02695,4,DSL,Month-to-Month,45.39,184.43,Credit Card,No
C02696,59,dsl,Month-to-Month,98.86,6473.2,Mailed Check,No
C02697,70,DSL,One Year,92.35,7398.16,Electronic Check,Yes
C02698,5,DSL,Month-to-Month,94.91,474.44,Electronic Check,Yes
C02699,48,DSL,One Year,93.95,4563.03,Credit Card,No
C02700,30,Fiber Optic,Two Year,49.44,1306.47,Credit Card,No
C02701,38,Fiber Optic,Month-to-Month,105.1,3437.11,Electronic Check,No
C02702,63,Fiber Optic,One Year,,3412.33,Credit Card,Yes
C02703,24,No Internet,Month-to-Month,69.23,1672.2,Bank Transfer,No
C02704,56,Fiber Optic,One year ,46.39,2748.29,Electronic Check,No
C02705,10,Fiber Optic,Month-to-Month,,619.58,Mailed Check,Yes
C02706,46,dsl,One Year,116.06,4591.64,Credit Card,No
C02707,51,DSL,One Year,79.36,4424.21,Credit Card,No
C02708,18,Fiber Optic,Two Year,58.45,1196.74,Electronic Check,Yes
C02709,50,Fiber Optic,month-to-month,38.83,1740.85,Electronic Check,No
C02710,45,,Month-to-Month,51.07,2319.83,Credit Card,No
C02711,0,DSL,Two Year,62.95,60.32,Bank Transfer,No
C02712,20,Fiber Optic,Month-to-Month, 61.06 ,1140.09,Credit Card,Yes
C02713,49,Fiber Optic,Two Year,97.42,4628.59,Credit Card,No
C02714,71,DSL,Month-to-Month,86.64,,Mailed Check,No
C02715,64,DSL,Month-to-Month,39.77,2390.83,Credit Card,No
C02716,10,DSL,Month-to-Month,68.09,707.56,Electronic Check,No
C02717,72,DSL,Month-to-Month,122.13,8038.61,Electronic Check,No
C02718,38,Fiber Optic,Month-to-Month,77.78,2832.65,Electronic Check,No
C02719,33, Dsl,One Year,76.21,2366.11,Electronic Check,No
C02720,10,Fiber Optic,One Year,78.73,769.39,Bank Transfer,No
C02721,64,Fiber Optic,One Year,34.96,2532.54,Credit Card,No
C02722,14,No Internet,Month-to-Month,54.95,834.62,Electronic Check,No
C02723,58, Fiber Optic ,Two Year,86.98,4318.46,Credit Card,No
C02724,5,DSL,Month-to-Month,38.29,167.55,Credit Card,Yes
C02725,56,Fiber Optic,Month-to-Month,40.82,2206.9,Electronic Check,Yes
C02726,41,DSL,One Year,72.66,2750.48,Electronic Check,No
C02727,50,No Internet,Month-to-Month,59.05,3283.41,Credit Card,No
C02728,72,DSL,Two Year,72.44,4491.67,Bank Transfer,Yes
C02729,62,DSL,Two Year,81.07,4863.35,Bank Transfer,No
C02730,16,DSL,One Year,85.94,1192.83,Mailed Check,No
C02731,12,No internet,Month-to-Month,35.13,483.59,Electronic Check,No
C02732,25,Fiber Optic,Two Year,84.97,2045.68,Mailed Check,No
C02733,58,DSL,One Year,53.91,$2912.02,Credit Card,No
C02734,50,No Internet,Month-to-Month,49.61,2582.74,Bank Transfer,Yes
C02735,34,Fiber Optic,Month-to-Month,59.18,1726.16,Electronic Check,No
C02736,58,Fiber Optic,One Year,51.83,2782.09,Electronic Check,Yes
C02737,72,DSL, Month-to-Month ,96.83,,Bank Transfer,No
C02738,62,DSL,Month-to-Month,16.29,1048.93,Bank Transfer,Yes
C02739,34,DSL,One Year,106.56,3126.73,Electronic Check,No
C02740,19,Fiber optic,One Year,77.9,1311.5,Bank Transfer,No
C02741,6,DSL,Month-to-Month,42.48,287.78,Electronic Check,No
C02742,46,DSL,Month-to-Month,77.91,3680.19,Electronic Check,Yes
C02743,67, Dsl,Month-to-Month,140.0,9319.83,Electronic Check,No
C02744,40,DSL ,Month-to-Month,98.24,4479.39,Mailed Check,Yes
C02745,50,DSL,MONTHLY,39.58,2227.24,Bank Transfer,No
C02746,40,dsl,Two Year,103.86,4333.33,Electronic Check,Yes
C02747,35,Fiber Optic,month-to-month,98.22,,Electronic Check,Yes
C02748,63,dsl,Month-to-Month,86.55,,Bank Transfer,Yes
C02749,59,Fiber Optic,Month-to-Month, 46.58 ,2387.85,Credit Card,Yes
C02750,31,DSL,Month-to-Month,31.36,1053.9,Electronic Check,No
C02751,31,Fiber Optic, Month-to-Month ,103.89,3224.45,Electronic Check,Yes
C02752,57,Fiber Optic,Month-to-Month, 69.21 ,3988.3,Credit Card,Yes
C02753,54,Fiber Optic,Month-to-Month,56.54,3189.35,Electronic Check,Yes
C02754,5,DSL ,One Year,50.21,219.36,Bank Transfer,No
C02755,18,DSL,One Year,71.1,1422.42,Bank Transfer,No
C02756,38,Fiber Optic,Month-to-Month,113.82,4710.31,Electronic Check,No
C02757,39,DSL,One Year,55.98,$2108.33,Electronic Check,No
C02758,35, Dsl,Month-to-Month,94.36,3343.01,Electronic Check,No
C02759,8,Fiber Optic,Month-to-Month,24.15,221.87,Electronic Check,No
C02760,39,DSL,Two Year,51.13,1920.08,Electronic Check,No
C02761,22,Fiber Optic,Month-to-Month,86.81,2179.13,Credit Card,No
C02762,36,Fiber Optic,Month-to-Month,90.64,3500.2,Credit Card,Yes
C02763,45,DSL,Month-to-Month,94.27,4679.56,Mailed Check,Yes
C02764,23,Fiber Optic,One Year,55.47,1461.02,Credit Card,No
C02765,28,Fiber Optic,Month-to-Month,44.28,1175.95,Electronic Check,No
C02766,55,DSL,Month-to-Month,26.41,1444.2,Electronic Check,No
C02767,43,Fiber Optic,One Year,69.45,2966.19,Credit Card,No
C02768,72,Fiber Optic,Two Year,59.07,,Credit Card,No
C02769,61,Fiber Optic,One Year,79.37,4735.91,Credit Card,No
C02770,5,DSL,Month-to-Month,83.23,394.45,Electronic Check,Yes
C02771,9,DSL,2 Year,35.16,295.99,Mailed Check,No
C02772,12, Fiber Optic ,Month-to-Month,58.77,614.03,Bank Transfer,Yes
C02773,12,DSL ,One Year,100.16,$1294.45,Credit Card,No
C02774,60,FIBER,Month-to-Month,87.72,5610.9,Credit Card,Yes
C02775,36,FIBER,Month-to-Month,84.88,3448.47,Bank Transfer,Yes
C02776,11,DSL,Month-to-Month,99.28,932.92,Electronic Check,No
C02777,54,NO INTERNET,One Year,83.17,4804.04,Electronic Check,No
C02778,43,Fiber optic,Month-to-Month,37.48,1771.91,Electronic Check,No
C02779,58,Fiber Optic,1 Year,106.24,5545.39,Credit Card,No
C02780,70,Fiber optic, Month-to-Month ,99.66,6872.11,Mailed Check,Yes
C02781,12,Fiber Optic,Month-to-Month,54.12,570.99,Mailed Check,Yes
C02782,7,DSL,Month-to-Month,30.25,232.17,,No
C02783,61,No Internet,One year , 57.96 ,3036.05,Credit Card,No
C02784,9,Fiber Optic,Month-to-Month,102.53,1006.96,Mailed Check,Yes
C02785,7,DSL,Two Year,121.18,929.27,Mailed Check,Yes
C02786,37,FIBER,Month-to-Month,76.8,,Electronic Check,No
C02787,48,Fiber Optic,month-to-month,27.44,1203.16,Bank Transfer,Yes
C02788,8,Fiber Optic,One Year,61.69,429.75,Mailed Check,Yes
C02789,32,Fiber Optic,Month-to-Month,101.11,2966.31,Electronic Check,No
C02790,56,Fiber Optic,Two Year,84.3,5296.32,Bank Transfer,No
C02791,62,DSL,One Year,102.2,6666.6,Electronic Check,No
C02792,48, Fiber Optic ,Month-to-Month,126.18,5800.6,Credit Card,No
C02793,11,Fiber Optic,Month-to-Month,97.11,914.95,Bank Transfer,Yes
C02794,17,DSL,One year ,,760.96,Credit Card,No
C02795,54,No Internet,Two Year,82.04,4728.36,Electronic Check,No
C02796,47,Fiber Optic,One Year,102.56,4497.62,Bank Transfer,Yes
C02797,71,DSL,Month-to-Month,74.84,,Bank Transfer,No
C02798,0,Fiber Optic,Month-to-Month,92.3,104.74,Electronic Check,Yes
